2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50369) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50358) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50345) -> addr(ip='2404:6800:4002:824::200e', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50354) -> addr(ip='18.164.217.15', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50328) -> addr(ip='2404:6800:4002:816::200e', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50367) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50331) -> addr(ip='2404:6800:4002:81f::2005', port=443) - ESTABLISHED
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50366) -> addr(ip='18.164.217.15', port=443) - TIME_WAIT
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=49782) -> addr(ip='172.64.146.73', port=443) - ESTABLISHED
2025-01-12 03:05:57 - addr(ip='192.168.29.188', port=50351) -> addr(ip='52.29.15.27', port=443) - TIME_WAIT
2025-01-12 03:05:58 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50329) -> addr(ip='2404:6800:4002:822::2003', port=443) - TIME_WAIT
2025-01-12 03:05:58 - addr(ip='192.168.29.188', port=50355) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
2025-01-12 03:05:58 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50375) -> addr(ip='2404:6800:4002:817::200a', port=443) - ESTABLISHED
2025-01-12 03:05:58 - addr(ip='192.168.29.188', port=50356) -> addr(ip='18.164.217.15', port=443) - TIME_WAIT
2025-01-12 03:05:58 - addr(ip='192.168.29.188', port=50371) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
2025-01-12 03:05:58 - addr(ip='2405:201:6806:4831:c818:53cf:34bb:2b26', port=50334) -> addr(ip='2404:6800:4002:81f::2001', port=443) - ESTABLISHED
2025-01-12 03:05:58 - addr(ip='192.168.29.188', port=50365) -> addr(ip='18.66.63.108', port=443) - TIME_WAIT
